Wavelength_nm,PL_Intensity
700.0,10.0
700.3006012024048,10.0
700.6012024048097,10.0
700.9018036072144,10.0
701.2024048096192,10.0
701.503006012024,10.0
701.8036072144289,10.0
702.1042084168337,10.0
702.4048096192384,10.0
702.7054108216433,10.0
703.0060120240481,10.0
703.3066132264529,10.0
703.6072144288577,10.0
703.9078156312626,10.0
704.2084168336673,10.0
704.5090180360721,10.0
704.8096192384769,10.0
705.1102204408818,10.0
705.4108216432866,10.0
705.7114228456913,10.0
706.0120240480962,10.0
706.312625250501,10.0
706.6132264529058,10.0
706.9138276553106,10.0
707.2144288577155,10.0
707.5150300601202,10.0
707.815631262525,10.0
708.1162324649299,10.0
708.4168336673347,10.0
708.7174348697395,10.0
709.0180360721442,10.0
709.3186372745491,10.0
709.6192384769539,10.0
709.9198396793587,10.0
710.2204408817636,10.0
710.5210420841684,10.0
710.8216432865731,10.0
711.1222444889779,10.0
711.4228456913828,10.0
711.7234468937876,10.0
712.0240480961924,10.0
712.3246492985973,10.0
712.625250501002,10.0
712.9258517034068,10.0
713.2264529058116,10.0
713.5270541082165,10.0
713.8276553106213,10.0
714.128256513026,10.0
714.4288577154308,10.0
714.7294589178357,10.0
715.0300601202405,10.0
715.3306613226453,10.0
715.6312625250501,10.0
715.9318637274549,10.0
716.2324649298597,10.0
716.5330661322645,10.0
716.8336673346694,10.0
717.1342685370741,10.0
717.4348697394789,10.0
717.7354709418838,10.0
718.0360721442886,10.0
718.3366733466934,10.0
718.6372745490982,10.0
718.937875751503,10.0
719.2384769539078,10.0
719.5390781563126,10.0
719.8396793587175,10.0
720.1402805611223,10.0
720.440881763527,10.0
720.7414829659318,10.0
721.0420841683367,10.0
721.3426853707415,10.0
721.6432865731463,10.0
721.943887775551,10.000000000000002
722.2444889779559,10.000000000000002
722.5450901803607,10.000000000000002
722.8456913827655,10.000000000000004
723.1462925851704,10.000000000000005
723.4468937875752,10.000000000000007
723.7474949899799,10.00000000000001
724.0480961923847,10.000000000000014
724.3486973947896,10.00000000000002
724.6492985971944,10.000000000000028
724.9498997995992,10.00000000000004
725.2505010020041,10.000000000000057
725.5511022044088,10.000000000000082
725.8517034068136,10.000000000000115
726.1523046092184,10.000000000000162
726.4529058116233,10.000000000000227
726.7535070140281,10.000000000000318
727.0541082164328,10.000000000000446
727.3547094188377,10.000000000000624
727.6553106212425,10.00000000000087
727.9559118236473,10.000000000001213
728.2565130260521,10.000000000001688
728.557114228457,10.000000000002341
728.8577154308617,10.000000000003242
729.1583166332665,10.000000000004482
729.4589178356714,10.000000000006183
729.7595190380762,10.000000000008516
730.060120240481,10.000000000011708
730.3607214428857,10.000000000016065
730.6613226452906,10.000000000022004
730.9619238476954,10.000000000030083
731.2625250501002,10.000000000041053
731.563126252505,10.000000000055923
731.8637274549098,10.00000000007604
732.1643286573146,10.000000000103205
732.4649298597194,10.000000000139819
732.7655310621243,10.00000000018908
733.0661322645291,10.00000000025524
733.3667334669339,10.000000000343924
733.6673346693386,10.000000000462592
733.9679358717435,10.00000000062109
734.2685370741483,10.000000000832404
734.5691382765531,10.000000001113625
734.869739478958,10.000000001487201
735.1703406813627,10.000000001982572
735.4709418837675,10.000000002638265
735.7715430861723,10.000000003504608
736.0721442885772,10.00000000464723
736.372745490982,10.000000006151545
736.6733466933867,10.000000008128518
736.9739478957916,10.000000010722038
737.2745490981964,10.000000014118351
737.5751503006012,10.000000018558076
737.875751503006,10.000000024351511
738.1763527054109,10.000000031898091
738.4769539078156,10.000000041711035
738.7775551102204,10.00000005444857
739.0781563126252,10.000000070953353
739.3787575150301,10.000000092302196
739.6793587174349,10.000000119868622
739.9799599198396,10.000000155401445
740.2805611222445,10.00000020112329
740.5811623246493,10.00000025985384
740.8817635270541,10.000000335163774
741.1823647294589,10.00000043156662
741.4829659318638,10.00000055475746
741.7835671342685,10.000000711909292
742.0841683366733,10.000000912040356
742.3847695390782,10.00000116646847
742.685370741483,10.000001489371966
742.9859719438878,10.000001898480903
743.2865731462925,10.000002415927163
743.5871743486974,10.00000306928801
743.8877755511022,10.000003892864639
744.188376753507,10.000004929245687
744.4889779559119,10.000006231215538
744.7895791583167,10.000007864079027
745.0901803607214,10.000009908487995
745.3907815631262,10.000012463871455
745.6913827655311,10.000015652590344
745.9919839679359,10.000019624960256
746.2925851703407,10.000024565311888
746.5931863727455,10.000030699289601
746.8937875751503,10.000038302624178
747.1943887775551,10.000047711657285
747.4949899799599,10.000059335943215
747.7955911823648,10.000073673308849
748.0961923847696,10.000091327816751
748.3967935871743,10.000113031149722
748.6973947895792,10.000139668019349
748.997995991984,10.000172306297392
749.2985971943888,10.00021223267867
749.5991983967936,10.000260994808993
749.8997995991984,10.0003204509534
750.2004008016032,10.000392828440242
750.501002004008,10.000480792297395
750.8016032064128,10.000587525700283
751.1022044088177,10.000716824079387
751.4028056112224,10.000873204989965
751.7034068136272,10.001062036130831
752.0040080160321,10.001289684215001
752.3046092184369,10.001563687744728
752.6052104208417,10.001892957129767
752.9058116232464,10.002288006012533
753.2064128256513,10.002761218129699
753.5070140280561,10.003327154548664
753.8076152304609,10.004002906671051
754.1082164328658,10.004808500995575
754.4088176352706,10.005767362280597
754.7094188376753,10.006906842442943
755.0100200400801,10.00825882327452
755.310621242485,10.009860401851498
755.6112224448898,10.01175466835078
755.9118236472946,10.01399158687347
756.2124248496993,10.016628990801427
756.5130260521042,10.019733705176868
756.813627254509,10.0233828095902
757.1142284569138,10.027665056081268
757.4148296593187,10.03268245759468
757.7154308617235,10.038552063570874
758.0160320641282,10.045407940288515
758.316633266533,10.05340337458624
758.6172344689379,10.06271332056659
758.9178356713427,10.073537109802926
759.2184368737475,10.086101446411023
759.5190380761524,10.100663709086586
759.8196392785571,10.117515582823257
760.1202404809619,10.136987043484426
760.4208416833667,10.159450718675638
760.7214428857716,10.185326648420723
